,consumer_c,broker_c,resourceRequestTime_c,resourceRequestTimeDelta_c,resourceRequestedTime_c,resourceRequestedTimeDelta_c,provider_c,token_c,tags_c,priority_c,resourceRespondedTime_c,resourceRespondedTimeDelta_c,offloadTaskTime_c,offloadTaskTimeDelta_c,offloadedTaskTime_c,offloadedTaskTimeDelta_c,executionTime_c,resultReturnedTime_c,resultReturnedTimeDelta_c,totalTime_c,networkTime_c,provider_p,broker_p,benchmark_p,consumer_p,token_p,tags_p,offloadTaskTime_p,offloadTaskTimeDelta_p,executingTime_p,executingTimeDelta_p,executionTime_p,executedTime_p,executedTimeDelta_p,returnedResult_p,returnedResultDelta_p,totalTime_p,networkTime_p,consumer_b,resourceRequestTime_b,resourceRequestTimeDelta_b,provider_b,benchmark_b,token_b,tags_b,priority_b,assignResourceTime_b,assignResourceTimeDelta_b,resourceRespondedTime_b,resourceRespondedTimeDelta_b,totalTime_b,networkTime_b,networkTime
0,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678388550213,0,1678388550305,91,f5d03e9110d146a68f7e9650a1258036472e25c8944bbadbc8e26fbc71961a40,0l3l8a,cloud,0,1678388550361,56,1678388550417,56,1678388550475,58,1,1678388550666,191,452,149,f5d03e9110d146a68f7e9650a1258036472e25c8944bbadbc8e26fbc71961a40,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,407,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,0l3l8a,edge,1678388550553,0,1678388550558,5,1,1678388550622,63,1678388550691,70,138,70,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,1678388550305,0,f5d03e9110d146a68f7e9650a1258036472e25c8944bbadbc8e26fbc71961a40,407,0l3l8a,edge,0,1678388550305,0,1678388550372,67,67,67,286
1,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678388553317,0,1678388553323,6,c4845917a5567a8fd6139a65a05b10dc4c8f8a02a0269cc8f4470a0051f38503,j3uzlq,cloud,0,1678388553331,7,1678388553383,53,1678388553435,51,0,1678388553467,32,149,57,c4845917a5567a8fd6139a65a05b10dc4c8f8a02a0269cc8f4470a0051f38503,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,345,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,j3uzlq,edge,1678388553409,0,1678388553409,0,0,1678388553437,28,1678388553489,52,80,52,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,1678388553323,0,c4845917a5567a8fd6139a65a05b10dc4c8f8a02a0269cc8f4470a0051f38503,345,j3uzlq,edge,0,1678388553323,0,1678388553337,13,13,13,122
2,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678388556327,0,1678388556333,5,f5d03e9110d146a68f7e9650a1258036472e25c8944bbadbc8e26fbc71961a40,5fzjdm,cloud,0,1678388556340,7,1678388556394,54,1678388556441,47,6,1678388556500,59,172,52,f5d03e9110d146a68f7e9650a1258036472e25c8944bbadbc8e26fbc71961a40,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,407,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,5fzjdm,edge,1678388556422,0,1678388556423,1,6,1678388556475,52,1678388556526,50,103,50,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,1678388556333,0,f5d03e9110d146a68f7e9650a1258036472e25c8944bbadbc8e26fbc71961a40,407,5fzjdm,edge,0,1678388556333,0,1678388556351,18,18,18,120
3,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678388559338,0,1678388559345,6,8d5b6b56bcf3d3af1a5852aab984cb5b0dc3b566dadf86515435ee77cd71f184,te3uma,cloud,0,1678388559350,5,1678388559352,3,1678388559353,0,0,1678388559368,16,30,6,8d5b6b56bcf3d3af1a5852aab984cb5b0dc3b566dadf86515435ee77cd71f184,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,225,87cddd8a2242f5cf3809b6c485b4fe3f9711acdf7c79bb80c5a8e1391f1fa596,te3uma,local,1678388559353,0,1678388559353,0,0,1678388559367,14,1678388559368,1,15,1,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,1678388559345,0,8d5b6b56bcf3d3af1a5852aab984cb5b0dc3b566dadf86515435ee77cd71f184,225,te3uma,local,0,1678388559345,0,1678388559356,11,11,11,18
4,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678388562350,0,1678388562354,4,8d5b6b56bcf3d3af1a5852aab984cb5b0dc3b566dadf86515435ee77cd71f184,pakdmd,cloud,0,1678388562357,3,1678388562360,2,1678388562360,1,0,1678388562378,18,28,5,8d5b6b56bcf3d3af1a5852aab984cb5b0dc3b566dadf86515435ee77cd71f184,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,225,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,pakdmd,local,1678388562360,0,1678388562361,0,0,1678388562377,16,1678388562378,1,17,1,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,1678388562354,0,8d5b6b56bcf3d3af1a5852aab984cb5b0dc3b566dadf86515435ee77cd71f184,225,pakdmd,local,0,1678388562354,0,1678388562362,7,7,7,13
5,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678388565364,0,1678388565367,3,6700c3b1696d5b48628b8bb6882611b6d9b85397c8e1f78d660df28577ca249d,hyvg05,cloud,0,1678388565371,3,1678388565419,48,1678388565466,48,0,1678388565483,16,118,51,6700c3b1696d5b48628b8bb6882611b6d9b85397c8e1f78d660df28577ca249d,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,255,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,hyvg05,edge,1678388565437,0,1678388565438,0,0,1678388565450,12,1678388565500,50,62,50,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,1678388565367,0,6700c3b1696d5b48628b8bb6882611b6d9b85397c8e1f78d660df28577ca249d,255,hyvg05,edge,0,1678388565367,0,1678388565376,8,8,8,109
6,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678388568378,0,1678388568383,4,18d8a976e0a91ec380a3fc5b156ffc9aa5d0692329602ed82e66b843471072c4,97du3k,cloud,0,1678388568389,6,1678388568466,77,1678388568492,26,0,1678388568534,42,155,30,18d8a976e0a91ec380a3fc5b156ffc9aa5d0692329602ed82e66b843471072c4,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,591,3ef65c8f6e87aefaf0d65df61230ddf78f27fdf9ac034e3ef997f1f7754019ca,97du3k,cloud,1678388568478,0,1678388568479,0,0,1678388568514,36,1678388568548,34,70,34,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,1678388568383,0,18d8a976e0a91ec380a3fc5b156ffc9aa5d0692329602ed82e66b843471072c4,591,97du3k,cloud,0,1678388568383,0,1678388568391,7,7,7,71
7,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678388571384,0,1678388571390,5,c53edbefe56b3025f5e8f2fec9443e23e85a6fc4b72cde1d7317c76d22597b74,tee0bi,cloud,0,1678388571396,6,1678388571487,92,1678388571515,27,0,1678388571556,41,171,32,c53edbefe56b3025f5e8f2fec9443e23e85a6fc4b72cde1d7317c76d22597b74,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,663,3ef65c8f6e87aefaf0d65df61230ddf78f27fdf9ac034e3ef997f1f7754019ca,tee0bi,cloud,1678388571499,0,1678388571500,0,0,1678388571528,28,1678388571567,39,67,39,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,1678388571389,0,c53edbefe56b3025f5e8f2fec9443e23e85a6fc4b72cde1d7317c76d22597b74,663,tee0bi,cloud,0,1678388571390,0,1678388571401,11,11,11,82
8,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678388574393,0,1678388574397,3,9961ef74d2a42b72e49a364e88a889c9a13b5e0804feaef097d1c56bc5b46f7e,6liw44,cloud,0,1678388574402,5,1678388574848,446,1678388575039,192,0,1678388575079,39,685,195,9961ef74d2a42b72e49a364e88a889c9a13b5e0804feaef097d1c56bc5b46f7e,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,327,3f6223de4e77dbce4927dd5c3a8e8eff3e3b94b5b9906d0b0ae21a56ce2351a9,6liw44,cloud,1678388574948,0,1678388574948,0,0,1678388574979,31,1678388575176,197,228,197,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,1678388574397,0,9961ef74d2a42b72e49a364e88a889c9a13b5e0804feaef097d1c56bc5b46f7e,327,6liw44,cloud,0,1678388574397,0,1678388574407,10,10,10,402
9,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678388577404,0,1678388577408,4,a98b2e8d7b5ba935ae9ec3217f567d9e8b98e9bc8e63b4ba047981ed1837f7fc,whha3l,cloud,0,1678388577412,3,1678388577451,40,1678388577509,58,0,1678388577516,7,112,62,a98b2e8d7b5ba935ae9ec3217f567d9e8b98e9bc8e63b4ba047981ed1837f7fc,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,296,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,whha3l,edge,1678388577480,0,1678388577480,0,0,1678388577492,11,1678388577530,38,49,38,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,1678388577408,0,a98b2e8d7b5ba935ae9ec3217f567d9e8b98e9bc8e63b4ba047981ed1837f7fc,296,whha3l,edge,0,1678388577408,0,1678388577413,4,4,4,104
