,consumer_c,broker_c,resourceRequestTime_c,resourceRequestTimeDelta_c,resourceRequestedTime_c,resourceRequestedTimeDelta_c,provider_c,token_c,tags_c,priority_c,resourceRespondedTime_c,resourceRespondedTimeDelta_c,offloadTaskTime_c,offloadTaskTimeDelta_c,offloadedTaskTime_c,offloadedTaskTimeDelta_c,executionTime_c,resultReturnedTime_c,resultReturnedTimeDelta_c,totalTime_c,networkTime_c,provider_p,broker_p,benchmark_p,consumer_p,token_p,tags_p,offloadTaskTime_p,offloadTaskTimeDelta_p,executingTime_p,executingTimeDelta_p,executionTime_p,executedTime_p,executedTimeDelta_p,returnedResult_p,returnedResultDelta_p,totalTime_p,networkTime_p,consumer_b,resourceRequestTime_b,resourceRequestTimeDelta_b,provider_b,benchmark_b,token_b,tags_b,priority_b,assignResourceTime_b,assignResourceTimeDelta_b,resourceRespondedTime_b,resourceRespondedTimeDelta_b,totalTime_b,networkTime_b,networkTime
10,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678367717846,0,1678367717849,3,d2475dac2796550c78ee74b0a35a2ec4bd476190a5101c654e7aef31b3feaff8,ft3yai,cloud,0,1678367717850,0,1678367718289,439,1678367718472,183,0,1678367718482,10,635,186,d2475dac2796550c78ee74b0a35a2ec4bd476190a5101c654e7aef31b3feaff8,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,393,53101e4c21b91efd27b682df89877d00aedc522b2caf7788ff2454e6711a59b4,ft3yai,cloud,1678367718384,0,1678367718384,0,0,1678367718393,8,1678367718576,184,192,184,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,1678367717848,0,d2475dac2796550c78ee74b0a35a2ec4bd476190a5101c654e7aef31b3feaff8,393,ft3yai,cloud,0,1678367717848,0,1678367717851,3,3,3,373
11,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678367722878,0,1678367722883,5,d2475dac2796550c78ee74b0a35a2ec4bd476190a5101c654e7aef31b3feaff8,bjf97n,cloud,0,1678367722883,0,1678367723322,439,1678367723506,184,0,1678367723533,27,655,189,d2475dac2796550c78ee74b0a35a2ec4bd476190a5101c654e7aef31b3feaff8,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,393,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,bjf97n,cloud,1678367723418,0,1678367723419,0,0,1678367723441,22,1678367723627,187,209,187,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,1678367722881,0,d2475dac2796550c78ee74b0a35a2ec4bd476190a5101c654e7aef31b3feaff8,393,bjf97n,cloud,0,1678367722882,0,1678367722884,2,2,2,378
12,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678367727952,0,1678367727952,0,18d8a976e0a91ec380a3fc5b156ffc9aa5d0692329602ed82e66b843471072c4,zs1ec4,cloud,0,1678367727954,1,1678367728028,75,1678367728053,25,0,1678367728063,9,110,25,18d8a976e0a91ec380a3fc5b156ffc9aa5d0692329602ed82e66b843471072c4,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,500,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,zs1ec4,cloud,1678367728040,0,1678367728040,0,0,1678367728048,8,1678367728079,30,38,30,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,1678367727952,0,18d8a976e0a91ec380a3fc5b156ffc9aa5d0692329602ed82e66b843471072c4,500,zs1ec4,cloud,0,1678367727953,0,1678367727954,1,1,1,56
13,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678367732971,0,1678367732972,0,17a206886fbef16e1212b898f3a66bcaebe6341bab781c91fc9bfa8c5049ed26,kpifjn,cloud,0,1678367732973,2,1678367733416,442,1678367733602,187,0,1678367733627,24,655,187,17a206886fbef16e1212b898f3a66bcaebe6341bab781c91fc9bfa8c5049ed26,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,354,6ef22d89f7493bf609375f14981017fa6b3fcc5525aa983c87010caadd617fef,kpifjn,cloud,1678367733512,0,1678367733514,2,0,1678367733522,8,1678367733720,198,208,198,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,1678367732971,0,17a206886fbef16e1212b898f3a66bcaebe6341bab781c91fc9bfa8c5049ed26,354,kpifjn,cloud,0,1678367732972,0,1678367732973,1,1,1,386
14,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678367738005,0,1678367738008,2,f999761e7e34cbe937796d5b04c03b4900bef13bf807d5e3f9339fa7fbd8bb28,q4i31n,cloud,0,1678367738011,4,1678367738458,446,1678367738648,191,0,1678367738668,19,662,193,f999761e7e34cbe937796d5b04c03b4900bef13bf807d5e3f9339fa7fbd8bb28,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,319,6ef22d89f7493bf609375f14981017fa6b3fcc5525aa983c87010caadd617fef,q4i31n,cloud,1678367738557,0,1678367738557,0,0,1678367738566,9,1678367738765,199,208,199,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,1678367738008,0,f999761e7e34cbe937796d5b04c03b4900bef13bf807d5e3f9339fa7fbd8bb28,319,q4i31n,cloud,0,1678367738009,0,1678367738012,3,3,3,395
15,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678367743067,0,1678367743067,0,17a206886fbef16e1212b898f3a66bcaebe6341bab781c91fc9bfa8c5049ed26,36zuk2,cloud,0,1678367743068,1,1678367743510,441,1678367743696,187,0,1678367743709,13,642,187,17a206886fbef16e1212b898f3a66bcaebe6341bab781c91fc9bfa8c5049ed26,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,354,6ef22d89f7493bf609375f14981017fa6b3fcc5525aa983c87010caadd617fef,36zuk2,cloud,1678367743605,0,1678367743607,1,0,1678367743616,9,1678367743802,187,197,187,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,1678367743067,0,17a206886fbef16e1212b898f3a66bcaebe6341bab781c91fc9bfa8c5049ed26,354,36zuk2,cloud,0,1678367743067,0,1678367743069,2,2,2,376
16,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678367751500,0,1678367751501,0,18d8a976e0a91ec380a3fc5b156ffc9aa5d0692329602ed82e66b843471072c4,ats8p5,cloud,0,1678367751501,1,1678367751626,125,1678367751653,26,0,1678367751672,19,171,26,18d8a976e0a91ec380a3fc5b156ffc9aa5d0692329602ed82e66b843471072c4,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,500,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,ats8p5,cloud,1678367751641,0,1678367751642,0,0,1678367751657,15,1678367751685,29,44,29,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,1678367751501,0,18d8a976e0a91ec380a3fc5b156ffc9aa5d0692329602ed82e66b843471072c4,500,ats8p5,cloud,0,1678367751501,0,1678367751501,0,0,0,55
17,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678367760312,0,1678367760314,1,c53edbefe56b3025f5e8f2fec9443e23e85a6fc4b72cde1d7317c76d22597b74,oqf7rt,cloud,0,1678367760315,1,1678367760442,128,1678367760470,28,0,1678367760504,33,191,29,c53edbefe56b3025f5e8f2fec9443e23e85a6fc4b72cde1d7317c76d22597b74,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,556,87cddd8a2242f5cf3809b6c485b4fe3f9711acdf7c79bb80c5a8e1391f1fa596,oqf7rt,cloud,1678367760456,0,1678367760458,2,0,1678367760487,28,1678367760514,28,58,28,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,1678367760314,0,c53edbefe56b3025f5e8f2fec9443e23e85a6fc4b72cde1d7317c76d22597b74,556,oqf7rt,cloud,0,1678367760314,0,1678367760315,1,1,1,58
18,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678367765368,0,1678367765368,0,17a206886fbef16e1212b898f3a66bcaebe6341bab781c91fc9bfa8c5049ed26,8p0ye4,cloud,0,1678367765369,1,1678367765812,442,1678367765998,186,0,1678367766010,13,642,186,17a206886fbef16e1212b898f3a66bcaebe6341bab781c91fc9bfa8c5049ed26,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,354,afef61de58dbcfa478984079023af64421bbe00fea5a16b47c65566b73738dce,8p0ye4,cloud,1678367765906,0,1678367765906,0,0,1678367765917,11,1678367766103,186,197,186,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,1678367765368,0,17a206886fbef16e1212b898f3a66bcaebe6341bab781c91fc9bfa8c5049ed26,354,8p0ye4,cloud,0,1678367765368,0,1678367765369,1,1,1,373
19,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678367770418,0,1678367770419,0,9961ef74d2a42b72e49a364e88a889c9a13b5e0804feaef097d1c56bc5b46f7e,ehiaxf,cloud,0,1678367770419,1,1678367770865,446,1678367771058,193,0,1678367771072,14,654,193,9961ef74d2a42b72e49a364e88a889c9a13b5e0804feaef097d1c56bc5b46f7e,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,319,6ef22d89f7493bf609375f14981017fa6b3fcc5525aa983c87010caadd617fef,ehiaxf,cloud,1678367770967,0,1678367770967,0,0,1678367770980,13,1678367771170,190,203,190,65fda78a896a0fa9573840b73985a6e13144eb776085f45c9750bdc4b80d4e94,1678367770418,0,9961ef74d2a42b72e49a364e88a889c9a13b5e0804feaef097d1c56bc5b46f7e,319,ehiaxf,cloud,0,1678367770419,0,1678367770419,0,0,0,383
20,1413354647b1f19bbf7972190b3293edb0551bc1ff94c2d0cd57882a8d98b7d0,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678367662265,0,1678367662281,16,4f52d914564aa52b782305d197d370e13d113b4e08dca354dca9642bef5adbf1,la5sf0,local/edge/cloud,1,1678367662299,18,1678367662393,94,1678367662425,32,1,1678367662577,152,312,48,4f52d914564aa52b782305d197d370e13d113b4e08dca354dca9642bef5adbf1,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,406,afef61de58dbcfa478984079023af64421bbe00fea5a16b47c65566b73738dce,la5sf0,edge,1678367662482,0,1678367662484,1,1,1678367662538,54,1678367662587,49,104,49,1413354647b1f19bbf7972190b3293edb0551bc1ff94c2d0cd57882a8d98b7d0,1678367662281,0,4f52d914564aa52b782305d197d370e13d113b4e08dca354dca9642bef5adbf1,406,la5sf0,edge,1,1678367662282,0,1678367662300,18,18,18,115
21,1413354647b1f19bbf7972190b3293edb0551bc1ff94c2d0cd57882a8d98b7d0,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678367667347,0,1678367667351,3,595d0f9b0643ac846dd31a9a50c0da9d3566fe117ff16f282f971fa01010366c,3hcaa6,local/edge/cloud,1,1678367667352,1,1678367667452,100,1678367667485,34,1,1678367667513,27,165,37,595d0f9b0643ac846dd31a9a50c0da9d3566fe117ff16f282f971fa01010366c,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,384,a28d8f8452f894ffb22518a5e423eb069238426c64750f30de3d37c96b3b2a98,3hcaa6,edge,1678367667469,0,1678367667470,0,1,1678367667494,24,1678367667527,33,57,33,1413354647b1f19bbf7972190b3293edb0551bc1ff94c2d0cd57882a8d98b7d0,1678367667351,0,595d0f9b0643ac846dd31a9a50c0da9d3566fe117ff16f282f971fa01010366c,384,3hcaa6,edge,1,1678367667351,0,1678367667353,2,2,2,72
22,1413354647b1f19bbf7972190b3293edb0551bc1ff94c2d0cd57882a8d98b7d0,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678367672377,0,1678367672380,2,025482230a223925aa675d234bf740664795aecb78a3d669a08c15a259ef215f,5r44ef,local/edge/cloud,1,1678367672383,3,1678367672480,97,1678367672518,38,0,1678367672532,14,154,40,025482230a223925aa675d234bf740664795aecb78a3d669a08c15a259ef215f,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,262,c840d64b2bb59cc778b414af33a9ad386c4ef6f6e5de50be607a9303023f2a49,5r44ef,edge,1678367672497,0,1678367672498,0,0,1678367672514,16,1678367672546,32,48,32,1413354647b1f19bbf7972190b3293edb0551bc1ff94c2d0cd57882a8d98b7d0,1678367672380,0,025482230a223925aa675d234bf740664795aecb78a3d669a08c15a259ef215f,262,5r44ef,edge,1,1678367672381,0,1678367672383,3,3,3,75
23,1413354647b1f19bbf7972190b3293edb0551bc1ff94c2d0cd57882a8d98b7d0,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678367677444,0,1678367677446,2,ab9748fa853d31bd0f0c46fc77249f4e4d15ee3f34d02720daaf62ad853beb86,3ql6cl,local/edge/cloud,1,1678367677449,2,1678367677558,109,1678367677594,36,0,1678367677614,21,170,38,ab9748fa853d31bd0f0c46fc77249f4e4d15ee3f34d02720daaf62ad853beb86,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,428,639f177036e879e7323a7fd31d1ee7338b79d77479f5fea6f2b7826c55f1fb4e,3ql6cl,edge,1678367677573,0,1678367677574,0,0,1678367677593,19,1678367677629,36,55,36,1413354647b1f19bbf7972190b3293edb0551bc1ff94c2d0cd57882a8d98b7d0,1678367677446,0,ab9748fa853d31bd0f0c46fc77249f4e4d15ee3f34d02720daaf62ad853beb86,428,3ql6cl,edge,1,1678367677447,0,1678367677449,2,2,2,76
24,1413354647b1f19bbf7972190b3293edb0551bc1ff94c2d0cd57882a8d98b7d0,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678367682506,0,1678367682507,0,ab9748fa853d31bd0f0c46fc77249f4e4d15ee3f34d02720daaf62ad853beb86,vhjwq8,local/edge/cloud,1,1678367682509,2,1678367682618,109,1678367682653,35,0,1678367682672,19,165,35,ab9748fa853d31bd0f0c46fc77249f4e4d15ee3f34d02720daaf62ad853beb86,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,428,1413354647b1f19bbf7972190b3293edb0551bc1ff94c2d0cd57882a8d98b7d0,vhjwq8,edge,1678367682633,0,1678367682633,0,0,1678367682650,17,1678367682686,36,53,36,1413354647b1f19bbf7972190b3293edb0551bc1ff94c2d0cd57882a8d98b7d0,1678367682507,0,ab9748fa853d31bd0f0c46fc77249f4e4d15ee3f34d02720daaf62ad853beb86,428,vhjwq8,edge,1,1678367682507,0,1678367682509,2,2,2,73
25,1413354647b1f19bbf7972190b3293edb0551bc1ff94c2d0cd57882a8d98b7d0,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678367690953,0,1678367690954,0,595d0f9b0643ac846dd31a9a50c0da9d3566fe117ff16f282f971fa01010366c,18jxsy,local/edge/cloud,1,1678367690955,1,1678367691087,132,1678367691118,32,0,1678367691140,21,186,32,595d0f9b0643ac846dd31a9a50c0da9d3566fe117ff16f282f971fa01010366c,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,384,3f6223de4e77dbce4927dd5c3a8e8eff3e3b94b5b9906d0b0ae21a56ce2351a9,18jxsy,edge,1678367691101,0,1678367691101,0,0,1678367691122,20,1678367691154,32,52,32,1413354647b1f19bbf7972190b3293edb0551bc1ff94c2d0cd57882a8d98b7d0,1678367690954,0,595d0f9b0643ac846dd31a9a50c0da9d3566fe117ff16f282f971fa01010366c,384,18jxsy,edge,1,1678367690954,0,1678367690955,1,1,1,65
