,consumer_c,broker_c,resourceRequestTime_c,resourceRequestTimeDelta_c,resourceRequestedTime_c,resourceRequestedTimeDelta_c,provider_c,token_c,tags_c,priority_c,resourceRespondedTime_c,resourceRespondedTimeDelta_c,offloadTaskTime_c,offloadTaskTimeDelta_c,offloadedTaskTime_c,offloadedTaskTimeDelta_c,executionTime_c,resultReturnedTime_c,resultReturnedTimeDelta_c,totalTime_c,networkTime_c,consumer_b,resourceRequestTime_b,resourceRequestTimeDelta_b,provider_b,benchmark_b,token_b,tags_b,priority_b,assignResourceTime_b,assignResourceTimeDelta_b,resourceRespondedTime_b,resourceRespondedTimeDelta_b,totalTime_b,networkTime_b,networkTime
749,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621668773,0,1678621668775,1,78673a62c8ff07865b5afaafd64bae16512d760d3960463b2b9a26285f635226,pim532,cloud,0,1678621668776,1,1678621668852,76,1678621668883,31,0,1678621668894,11,120,32,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,1678621668775,0,78673a62c8ff07865b5afaafd64bae16512d760d3960463b2b9a26285f635226,731,pim532,cloud,0,1678621668775,0,1678621668777,2,2,2,34
750,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621676778,0,1678621676779,0,a1230d999843682759ad31476e0b6918b07aace78b5460e60885fad94320a35c,ih5tg2,cloud,0,1678621676780,2,1678621677589,808,1678621677901,312,0,1678621677923,22,1144,312,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,1678621676779,0,a1230d999843682759ad31476e0b6918b07aace78b5460e60885fad94320a35c,634,ih5tg2,cloud,0,1678621676779,0,1678621676782,3,3,3,315
751,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621684777,0,1678621684780,2,78673a62c8ff07865b5afaafd64bae16512d760d3960463b2b9a26285f635226,y7mtvg,cloud,0,1678621684786,6,1678621684912,126,1678621684938,26,0,1678621684957,20,180,28,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,1678621684780,0,78673a62c8ff07865b5afaafd64bae16512d760d3960463b2b9a26285f635226,731,y7mtvg,cloud,0,1678621684780,0,1678621684788,8,8,8,36
752,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621692780,0,1678621692783,2,90079aa622fc050811227ff902c1807154be97350e2d9fc6245726efe1b40083,n9whe5,cloud,0,1678621692785,3,1678621693229,443,1678621693419,190,0,1678621693425,6,644,192,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,1678621692782,0,90079aa622fc050811227ff902c1807154be97350e2d9fc6245726efe1b40083,418,n9whe5,cloud,0,1678621692783,0,1678621692788,5,5,5,197
753,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621700781,0,1678621700782,1,a1230d999843682759ad31476e0b6918b07aace78b5460e60885fad94320a35c,k1btql,cloud,0,1678621700785,2,1678621701593,809,1678621701905,312,2,1678621701940,34,1158,313,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,1678621700782,0,a1230d999843682759ad31476e0b6918b07aace78b5460e60885fad94320a35c,634,k1btql,cloud,0,1678621700783,0,1678621700787,4,4,4,317
754,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621708779,0,1678621708781,2,a1230d999843682759ad31476e0b6918b07aace78b5460e60885fad94320a35c,p9xttx,cloud,0,1678621708781,0,1678621709589,808,1678621709906,316,0,1678621709924,18,1144,318,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,1678621708780,0,a1230d999843682759ad31476e0b6918b07aace78b5460e60885fad94320a35c,634,p9xttx,cloud,0,1678621708780,0,1678621708781,1,1,1,319
755,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621716781,0,1678621716784,2,4a522fcf60d00ae2d1a57fb3d23431d0c9bd2119f3b1c5ebfc0134a9be57d472,wdj2qb,cloud,0,1678621716784,0,1678621717226,442,1678621717413,187,0,1678621717417,5,636,189,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,1678621716782,0,4a522fcf60d00ae2d1a57fb3d23431d0c9bd2119f3b1c5ebfc0134a9be57d472,383,wdj2qb,cloud,0,1678621716782,0,1678621716784,2,2,2,191
756,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621724787,0,1678621724788,0,18d8a976e0a91ec380a3fc5b156ffc9aa5d0692329602ed82e66b843471072c4,ficrve,cloud,0,1678621724792,4,1678621724918,126,1678621724944,26,0,1678621724953,10,166,26,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,1678621724787,0,18d8a976e0a91ec380a3fc5b156ffc9aa5d0692329602ed82e66b843471072c4,826,ficrve,cloud,0,1678621724788,0,1678621724792,4,4,4,30
757,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621732788,0,1678621732788,0,4a522fcf60d00ae2d1a57fb3d23431d0c9bd2119f3b1c5ebfc0134a9be57d472,mev2cn,cloud,0,1678621732790,2,1678621733233,443,1678621733419,186,0,1678621733430,11,642,186,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,1678621732788,0,4a522fcf60d00ae2d1a57fb3d23431d0c9bd2119f3b1c5ebfc0134a9be57d472,383,mev2cn,cloud,0,1678621732789,0,1678621732790,1,1,1,187
758,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621740790,0,1678621740790,0,18d8a976e0a91ec380a3fc5b156ffc9aa5d0692329602ed82e66b843471072c4,u1rtrt,cloud,0,1678621740792,2,1678621740879,87,1678621740904,25,0,1678621740955,51,165,25,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,1678621740790,0,18d8a976e0a91ec380a3fc5b156ffc9aa5d0692329602ed82e66b843471072c4,826,u1rtrt,cloud,0,1678621740790,0,1678621740793,3,3,3,28
759,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621748795,0,1678621748795,0,a1230d999843682759ad31476e0b6918b07aace78b5460e60885fad94320a35c,tda6zt,cloud,0,1678621748796,0,1678621749604,809,1678621749916,312,0,1678621749944,27,1148,312,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,1678621748795,0,a1230d999843682759ad31476e0b6918b07aace78b5460e60885fad94320a35c,634,tda6zt,cloud,0,1678621748795,0,1678621748797,1,1,1,313
760,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621756799,0,1678621756802,3,edcdea2914578a11b02c88adddd5e81994ad36501fb5d56b7e98bfff33bf10ae,1x9u2v,cloud,0,1678621756804,2,1678621757242,437,1678621757422,181,0,1678621757428,6,629,184,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,1678621756802,0,edcdea2914578a11b02c88adddd5e81994ad36501fb5d56b7e98bfff33bf10ae,387,1x9u2v,cloud,0,1678621756803,0,1678621756806,3,3,3,187
761,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621764796,0,1678621764798,1,4a522fcf60d00ae2d1a57fb3d23431d0c9bd2119f3b1c5ebfc0134a9be57d472,2nenld,cloud,0,1678621764798,0,1678621765241,443,1678621765427,186,0,1678621765433,6,636,187,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,1678621764797,0,4a522fcf60d00ae2d1a57fb3d23431d0c9bd2119f3b1c5ebfc0134a9be57d472,383,2nenld,cloud,0,1678621764797,0,1678621764798,1,1,1,188
762,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621772797,0,1678621772799,1,a1230d999843682759ad31476e0b6918b07aace78b5460e60885fad94320a35c,moe266,cloud,0,1678621772799,1,1678621773607,808,1678621773921,314,0,1678621773932,10,1134,315,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,1678621772798,0,a1230d999843682759ad31476e0b6918b07aace78b5460e60885fad94320a35c,634,moe266,cloud,0,1678621772799,0,1678621772800,1,1,1,316
763,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621780800,0,1678621780802,1,90079aa622fc050811227ff902c1807154be97350e2d9fc6245726efe1b40083,x17eoo,cloud,0,1678621780803,1,1678621781246,444,1678621781435,189,0,1678621781442,7,642,190,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,1678621780801,0,90079aa622fc050811227ff902c1807154be97350e2d9fc6245726efe1b40083,418,x17eoo,cloud,0,1678621780801,0,1678621780803,1,1,1,191
764,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621788809,0,1678621788812,2,78673a62c8ff07865b5afaafd64bae16512d760d3960463b2b9a26285f635226,lucngk,cloud,0,1678621788814,2,1678621788893,79,1678621788919,26,0,1678621788926,8,117,28,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,1678621788811,0,78673a62c8ff07865b5afaafd64bae16512d760d3960463b2b9a26285f635226,731,lucngk,cloud,0,1678621788812,0,1678621788818,6,6,6,34
765,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621796803,0,1678621796805,1,a1230d999843682759ad31476e0b6918b07aace78b5460e60885fad94320a35c,6dasy1,cloud,0,1678621796806,2,1678621797615,808,1678621797927,313,0,1678621797960,32,1156,314,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,1678621796805,0,a1230d999843682759ad31476e0b6918b07aace78b5460e60885fad94320a35c,634,6dasy1,cloud,0,1678621796806,0,1678621796807,2,2,2,316
766,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621804810,0,1678621804812,1,a1230d999843682759ad31476e0b6918b07aace78b5460e60885fad94320a35c,60tp9y,cloud,0,1678621804818,6,1678621805627,809,1678621805939,312,0,1678621805959,20,1148,313,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,1678621804812,0,a1230d999843682759ad31476e0b6918b07aace78b5460e60885fad94320a35c,634,60tp9y,cloud,0,1678621804813,0,1678621804819,6,6,6,319
767,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621812815,0,1678621812819,3,258624499af27304a8c2bdf64eec269aa72a8e31d70170a76f6b953f52dc5044,yzo3l7,cloud,0,1678621812820,2,1678621813261,440,1678621813445,185,0,1678621813451,6,636,188,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,1678621812819,0,258624499af27304a8c2bdf64eec269aa72a8e31d70170a76f6b953f52dc5044,336,yzo3l7,cloud,0,1678621812819,0,1678621812823,4,4,4,192
768,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621820830,0,1678621820832,1,90079aa622fc050811227ff902c1807154be97350e2d9fc6245726efe1b40083,pihi1u,cloud,0,1678621820838,6,1678621821281,443,1678621821475,194,0,1678621821483,8,652,195,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,1678621820832,0,90079aa622fc050811227ff902c1807154be97350e2d9fc6245726efe1b40083,418,pihi1u,cloud,0,1678621820832,0,1678621820839,7,7,7,202
769,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621828817,0,1678621828818,1,4a522fcf60d00ae2d1a57fb3d23431d0c9bd2119f3b1c5ebfc0134a9be57d472,g7hp8q,cloud,0,1678621828821,3,1678621829263,442,1678621829450,187,0,1678621829457,7,640,188,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,1678621828818,0,4a522fcf60d00ae2d1a57fb3d23431d0c9bd2119f3b1c5ebfc0134a9be57d472,383,g7hp8q,cloud,0,1678621828818,0,1678621828822,3,3,3,191
770,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621836825,0,1678621836828,3,17a206886fbef16e1212b898f3a66bcaebe6341bab781c91fc9bfa8c5049ed26,cknfen,cloud,0,1678621836830,2,1678621837268,438,1678621837450,182,0,1678621837456,5,630,185,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,1678621836828,0,17a206886fbef16e1212b898f3a66bcaebe6341bab781c91fc9bfa8c5049ed26,347,cknfen,cloud,0,1678621836828,0,1678621836835,7,7,7,192
771,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621844822,0,1678621844826,3,a1230d999843682759ad31476e0b6918b07aace78b5460e60885fad94320a35c,dne2lp,cloud,0,1678621844834,8,1678621845642,808,1678621845954,312,0,1678621845962,8,1139,315,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,1678621844825,0,a1230d999843682759ad31476e0b6918b07aace78b5460e60885fad94320a35c,634,dne2lp,cloud,0,1678621844826,0,1678621844835,9,9,9,324
772,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621852827,0,1678621852830,3,a1230d999843682759ad31476e0b6918b07aace78b5460e60885fad94320a35c,zekrm5,cloud,0,1678621852831,0,1678621853639,808,1678621853952,313,0,1678621853975,24,1148,316,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,1678621852829,0,a1230d999843682759ad31476e0b6918b07aace78b5460e60885fad94320a35c,634,zekrm5,cloud,0,1678621852829,0,1678621852834,4,4,4,320
773,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621860837,0,1678621860838,1,4a522fcf60d00ae2d1a57fb3d23431d0c9bd2119f3b1c5ebfc0134a9be57d472,jfhn8p,cloud,0,1678621860840,2,1678621861282,442,1678621861469,186,0,1678621861476,8,639,187,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,1678621860838,0,4a522fcf60d00ae2d1a57fb3d23431d0c9bd2119f3b1c5ebfc0134a9be57d472,383,jfhn8p,cloud,0,1678621860838,0,1678621860841,2,2,2,189
774,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621868842,0,1678621868845,2,17a206886fbef16e1212b898f3a66bcaebe6341bab781c91fc9bfa8c5049ed26,yv2p7c,cloud,0,1678621868847,2,1678621869286,439,1678621869468,182,0,1678621869473,5,630,184,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,1678621868845,0,17a206886fbef16e1212b898f3a66bcaebe6341bab781c91fc9bfa8c5049ed26,347,yv2p7c,cloud,0,1678621868845,0,1678621868850,5,5,5,189
775,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621876843,0,1678621876844,1,78673a62c8ff07865b5afaafd64bae16512d760d3960463b2b9a26285f635226,nam71q,cloud,0,1678621876845,1,1678621876975,129,1678621877002,27,0,1678621877013,12,170,28,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,1678621876844,0,78673a62c8ff07865b5afaafd64bae16512d760d3960463b2b9a26285f635226,731,nam71q,cloud,0,1678621876844,0,1678621876846,2,2,2,30
776,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621884847,0,1678621884848,1,90079aa622fc050811227ff902c1807154be97350e2d9fc6245726efe1b40083,v7k0vn,cloud,0,1678621884850,2,1678621885294,444,1678621885482,188,0,1678621885488,6,641,189,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,1678621884848,0,90079aa622fc050811227ff902c1807154be97350e2d9fc6245726efe1b40083,418,v7k0vn,cloud,0,1678621884848,0,1678621884851,3,3,3,192
777,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621892847,0,1678621892848,1,4a522fcf60d00ae2d1a57fb3d23431d0c9bd2119f3b1c5ebfc0134a9be57d472,y30czg,cloud,0,1678621892849,0,1678621893292,443,1678621893478,187,0,1678621893487,8,639,188,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,1678621892848,0,4a522fcf60d00ae2d1a57fb3d23431d0c9bd2119f3b1c5ebfc0134a9be57d472,383,y30czg,cloud,0,1678621892849,0,1678621892850,2,2,2,190
778,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621900848,0,1678621900854,5,d2475dac2796550c78ee74b0a35a2ec4bd476190a5101c654e7aef31b3feaff8,df9mll,cloud,0,1678621900855,1,1678621901298,443,1678621901485,187,0,1678621901496,12,648,192,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,1678621900854,0,d2475dac2796550c78ee74b0a35a2ec4bd476190a5101c654e7aef31b3feaff8,328,df9mll,cloud,0,1678621900854,0,1678621900855,1,1,1,193
779,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621908851,0,1678621908852,0,4a522fcf60d00ae2d1a57fb3d23431d0c9bd2119f3b1c5ebfc0134a9be57d472,r3ogbo,cloud,0,1678621908853,2,1678621909295,442,1678621909481,186,0,1678621909488,7,637,186,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,1678621908851,0,4a522fcf60d00ae2d1a57fb3d23431d0c9bd2119f3b1c5ebfc0134a9be57d472,383,r3ogbo,cloud,0,1678621908852,0,1678621908853,1,1,1,187
780,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621916854,0,1678621916854,0,18d8a976e0a91ec380a3fc5b156ffc9aa5d0692329602ed82e66b843471072c4,t5bskt,cloud,0,1678621916856,1,1678621916981,125,1678621917006,26,0,1678621917021,14,166,26,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,1678621916854,0,18d8a976e0a91ec380a3fc5b156ffc9aa5d0692329602ed82e66b843471072c4,826,t5bskt,cloud,0,1678621916855,0,1678621916858,3,3,3,29
781,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621924856,0,1678621924860,3,a1230d999843682759ad31476e0b6918b07aace78b5460e60885fad94320a35c,h72wib,cloud,0,1678621924860,0,1678621925669,809,1678621925981,312,0,1678621926012,31,1155,315,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,1678621924858,0,a1230d999843682759ad31476e0b6918b07aace78b5460e60885fad94320a35c,634,h72wib,cloud,0,1678621924859,0,1678621924861,3,3,3,318
782,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621932857,0,1678621932857,0,18d8a976e0a91ec380a3fc5b156ffc9aa5d0692329602ed82e66b843471072c4,z33gf4,cloud,0,1678621932858,1,1678621932933,75,1678621932959,26,0,1678621932972,12,114,26,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,1678621932857,0,18d8a976e0a91ec380a3fc5b156ffc9aa5d0692329602ed82e66b843471072c4,826,z33gf4,cloud,0,1678621932858,0,1678621932860,2,2,2,28
783,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621940858,0,1678621940858,0,18d8a976e0a91ec380a3fc5b156ffc9aa5d0692329602ed82e66b843471072c4,4jua54,cloud,0,1678621940866,7,1678621940967,102,1678621940992,25,0,1678621941027,35,169,25,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,1678621940858,0,18d8a976e0a91ec380a3fc5b156ffc9aa5d0692329602ed82e66b843471072c4,826,4jua54,cloud,0,1678621940859,0,1678621940866,8,8,8,33
784,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621948863,0,1678621948865,2,f999761e7e34cbe937796d5b04c03b4900bef13bf807d5e3f9339fa7fbd8bb28,nzfs34,cloud,0,1678621948865,0,1678621949308,443,1678621949494,186,0,1678621949505,11,642,188,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,1678621948864,0,f999761e7e34cbe937796d5b04c03b4900bef13bf807d5e3f9339fa7fbd8bb28,272,nzfs34,cloud,0,1678621948864,0,1678621948868,3,3,3,191
785,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621956865,0,1678621956866,0,18d8a976e0a91ec380a3fc5b156ffc9aa5d0692329602ed82e66b843471072c4,fnb92i,cloud,0,1678621956868,2,1678621956992,124,1678621957017,25,0,1678621957031,14,165,25,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,1678621956866,0,18d8a976e0a91ec380a3fc5b156ffc9aa5d0692329602ed82e66b843471072c4,826,fnb92i,cloud,0,1678621956866,0,1678621956868,2,2,2,27
786,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621964875,0,1678621964876,1,4a522fcf60d00ae2d1a57fb3d23431d0c9bd2119f3b1c5ebfc0134a9be57d472,b305a8,cloud,0,1678621964879,3,1678621965322,442,1678621965508,187,0,1678621965516,7,640,188,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,1678621964876,0,4a522fcf60d00ae2d1a57fb3d23431d0c9bd2119f3b1c5ebfc0134a9be57d472,383,b305a8,cloud,0,1678621964877,0,1678621964881,4,4,4,192
787,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621972878,0,1678621972879,0,18d8a976e0a91ec380a3fc5b156ffc9aa5d0692329602ed82e66b843471072c4,wfjdp8,cloud,0,1678621972880,2,1678621972955,74,1678621972980,25,0,1678621972985,5,106,25,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,1678621972879,0,18d8a976e0a91ec380a3fc5b156ffc9aa5d0692329602ed82e66b843471072c4,826,wfjdp8,cloud,0,1678621972879,0,1678621972882,3,3,3,28
788,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621980883,0,1678621980884,1,4a522fcf60d00ae2d1a57fb3d23431d0c9bd2119f3b1c5ebfc0134a9be57d472,b8rx9b,cloud,0,1678621980886,2,1678621981329,442,1678621981515,187,0,1678621981521,6,638,188,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,1678621980884,0,4a522fcf60d00ae2d1a57fb3d23431d0c9bd2119f3b1c5ebfc0134a9be57d472,383,b8rx9b,cloud,0,1678621980884,0,1678621980888,4,4,4,192
789,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621988887,0,1678621988888,0,4a522fcf60d00ae2d1a57fb3d23431d0c9bd2119f3b1c5ebfc0134a9be57d472,xe7vbd,cloud,0,1678621988889,1,1678621989332,443,1678621989518,186,0,1678621989524,6,636,186,d9ce7906793630904cfb4aa9b827b8af4104a7b28417b9f23ba973e4f89dcb3a,1678621988888,0,4a522fcf60d00ae2d1a57fb3d23431d0c9bd2119f3b1c5ebfc0134a9be57d472,383,xe7vbd,cloud,0,1678621988888,0,1678621988889,1,1,1,187
